sender_bank,sender_account,receiver_bank,receiver_account,amount,timestamp
001,661806,004,812643,43712.86412542426,2024-09-30 23:54:07
002,826489,005,374592,29099.61340579448,2024-03-08 06:18:31
002,829085,001,667410,22032.684433606075,2024-12-11 05:58:19
003,179988,002,820743,40243.36973879601,2024-06-01 06:47:13
001,665801,001,661377,39201.99653460135,2024-09-18 00:52:56
004,818490,004,811236,35423.17242336403,2024-01-01 03:01:58
004,818916,002,828770,887.6328150776869,2024-04-11 09:44:13
005,370866,001,670770,42635.98645656816,2024-04-04 18:45:26
002,821555,001,670740,25260.225032122064,2024-08-23 03:33:22
001,661514,004,817735,43104.822779985225,2024-10-10 11:08:57
004,817033,004,819237,13409.366738276174,2024-11-01 04:19:35
001,666849,002,820405,6189.039312215707,2024-02-19 06:57:07
001,666708,003,172387,18189.216797193647,2024-07-14 05:07:26
003,179102,004,816337,48861.11645618258,2024-10-12 01:12:01
002,830056,003,179619,107874.85223127763,2024-04-20 18:05:02
004,813947,001,667397,93125.0879489628,2024-04-21 10:05:02
001,662060,003,171068,108081.83016407324,2024-04-21 00:05:02
003,170992,005,377708,89229.26124634872,2024-04-19 05:05:02
004,813083,005,368623,114377.4903300572,2024-04-20 23:05:02
002,825995,002,824262,106145.27712038111,2024-04-19 06:05:02
003,171316,002,829249,31960.121869998715,2024-04-20 21:57:21
005,376511,003,172392,42730.2810376304,2024-04-05 19:54:44
004,816187,003,173690,102751.14871513697,2024-09-27 23:56:18
001,661883,003,171922,91651.77406676444,2024-09-26 18:56:18
001,668956,001,666989,107144.75533472844,2024-09-27 15:56:18
001,666898,004,813572,106243.1980243398,2024-09-26 15:56:18
001,662617,005,368544,95199.58783591374,2024-09-28 05:56:18
004,814175,001,667500,110130.9695571902,2024-09-25 12:56:18
001,661575,004,814206,24342.56578094025,2024-02-21 16:01:38
003,178451,001,661045,46911.03938579723,2024-02-16 10:56:08
004,816008,002,822886,40366.98511943779,2024-11-03 20:52:21
001,663406,003,175287,38460.0268122197,2024-08-25 05:26:26
003,176405,004,816944,20610.65771797124,2024-05-14 09:50:38
002,821385,003,180263,26100.90885951637,2024-06-09 11:05:22
004,815397,003,176595,47147.2912808748,2024-07-23 09:08:00
001,665552,003,180595,8869.717184554438,2024-11-03 19:39:12
005,370673,005,376749,9003.936010687385,2024-06-30 20:09:06
002,828361,001,661993,7430.395935984376,2024-02-04 04:23:43
005,372279,005,368359,19625.10901788999,2024-08-24 10:41:04
004,815071,002,826903,7302.072596266914,2024-08-10 07:14:23
002,823460,005,376000,106324.09444778472,2024-04-29 05:45:16
004,812843,004,811861,89619.14466826017,2024-05-01 07:45:16
001,662656,004,812854,96832.57209414511,2024-04-29 10:45:16
003,176669,002,823118,106669.40311629136,2024-04-30 00:45:16
005,377114,003,176810,85563.21595431796,2024-04-29 18:45:16
004,818170,005,371693,93000.44114264035,2024-05-01 12:45:16
004,818805,005,374223,96476.61196429802,2024-05-01 20:45:16
001,662706,003,177539,91444.725743206,2024-05-01 08:45:16
005,375530,003,172383,106012.87938048667,2024-05-01 02:45:16
002,829186,004,811102,30450.933918187697,2024-09-10 23:36:12
005,374592,005,376985,30450.933918187697,2024-10-13 11:17:12
002,828912,004,816052,10991.621459858952,2024-11-09 11:30:07
004,817241,001,662032,16724.507277269517,2024-06-15 02:22:58
004,813342,003,174429,21168.037902153483,2024-11-12 13:15:05
005,376317,002,822578,36717.76735852013,2024-05-01 14:18:17
002,821195,004,816332,25464.57808954477,2024-08-15 23:57:51
005,373159,001,668604,117312.94839581002,2024-08-22 20:24:32
002,823661,003,180394,114282.41873796703,2024-08-21 04:24:32
002,829150,004,811393,117056.003525566,2024-08-20 21:24:32
002,829928,005,370091,84719.5130301517,2024-08-23 06:24:32
001,665453,005,374065,89110.38546094831,2024-08-21 21:24:32
002,828653,005,371045,89219.21043790143,2024-08-21 10:24:32
001,666867,005,369905,110441.92042399518,2024-08-21 05:24:32
002,826913,002,823526,38383.80734767877,2024-08-07 20:39:08
002,821250,003,180351,5388.712890903435,2024-07-03 08:55:12
001,668669,004,812530,47361.04571218339,2024-01-06 02:59:00
005,368218,003,177240,4876.389695520314,2024-01-27 11:05:03
001,668291,005,376928,27543.79942642188,2024-11-10 23:37:06
003,171548,004,816166,39317.95687854173,2024-04-09 23:42:10
002,827296,001,669693,35285.555513442305,2024-07-04 06:45:49
001,666738,001,665756,42890.24752281464,2024-03-17 06:44:36
005,370856,004,810818,95829.32379270524,2024-03-02 18:28:14
003,179817,005,375906,98243.5926606644,2024-03-04 05:28:14
003,173446,005,373562,119876.30057564416,2024-03-03 08:28:14
004,816405,001,670110,99354.4453211799,2024-03-03 23:28:14
001,662667,003,171834,83911.65411646759,2024-03-04 19:28:14
003,176008,003,172844,96216.0555664466,2024-03-04 06:28:14
001,669687,001,662393,86057.25393326533,2024-03-03 18:28:14
004,818488,001,663487,35344.05158778472,2024-10-06 15:20:41
004,816832,004,818818,24368.814818693714,2024-09-05 04:10:40
002,829271,002,826055,6469.2826774308905,2024-10-10 23:40:05
002,828746,002,825345,13948.98098001197,2024-07-08 04:20:35
003,178968,004,812003,14862.980391778405,2024-05-16 10:51:27
005,368756,002,827367,21551.291484289504,2024-01-29 02:07:25
003,176994,002,822069,49536.91688487908,2024-09-05 16:48:34
001,663762,005,372851,38646.19879568905,2024-12-14 07:00:46
004,814007,005,372427,35771.68859396327,2024-11-21 22:59:26
005,376334,001,663809,16866.465915659846,2024-02-10 21:19:36
002,824848,004,820421,24011.761572761272,2024-02-26 01:59:56
002,826825,002,826288,30874.72457194665,2024-01-22 09:36:02
003,177747,003,171155,1991.313243266963,2024-10-08 15:51:37
003,172289,004,813667,41651.96335142157,2024-05-30 15:15:06
003,180652,004,820664,33596.73512643134,2024-11-13 08:13:29
004,810914,003,172001,21744.581814097783,2024-11-24 03:54:59
003,173599,004,816367,37854.04163372379,2024-10-19 23:43:43
001,661993,005,375268,15013.047644981474,2024-04-28 08:26:29
003,177017,004,820521,11183.72940407942,2024-08-18 06:35:44
004,814414,003,176646,10699.848664844829,2024-07-09 15:24:47
005,371839,003,178790,34128.50564907282,2024-07-27 15:28:24
004,817871,001,666839,30954.61812769226,2024-03-18 01:42:38
002,829681,002,822466,30954.61812769226,2024-04-29 22:08:28
001,670455,001,661874,30954.61812769226,2024-07-04 20:24:39
001,667777,001,665339,38861.99488848775,2024-10-12 02:22:22
003,171948,005,373208,14728.023551389106,2024-10-07 16:32:22
002,821556,004,812032,2470.224435430004,2024-05-12 18:09:29
003,176549,005,374320,6666.012147485777,2024-10-10 20:43:00
001,661494,004,813457,42614.59617361645,2024-07-10 23:42:33
002,828908,004,819633,28271.484401200418,2024-06-13 13:19:53
002,822745,005,370823,7654.3780953547375,2024-09-17 04:38:29
001,665919,004,816666,29017.27628354696,2024-09-20 09:24:32
005,377200,002,821251,42396.1046548836,2024-04-02 02:33:29
004,814963,005,373824,44021.17948287093,2024-08-21 14:57:43
002,822210,005,368995,8617.491848687314,2024-08-23 22:51:44
001,666074,003,176573,41847.910300658725,2024-12-30 04:28:30
002,826750,005,373997,11813.388388957956,2024-08-30 05:31:04
003,172034,003,175935,6828.419309733423,2024-09-04 16:43:53
001,669988,003,176899,39333.32743238456,2024-07-19 01:43:38
004,820413,005,373561,22503.858175520683,2024-06-24 23:51:15
004,811587,003,177900,1812.422821169098,2024-08-24 20:15:35
001,662859,002,829332,46943.585249721815,2024-04-13 06:13:02
002,825203,004,820323,39904.322815188,2024-05-10 23:11:57
003,171030,002,828079,23719.699934522538,2024-04-01 19:32:49
002,827514,001,665572,3962.674572447119,2024-08-03 17:21:38
005,369819,005,377650,5292.36585835304,2024-04-26 23:12:01
004,811976,003,179554,6685.429190620424,2024-08-05 12:22:26
002,830011,005,370445,23050.95738439497,2024-12-15 16:16:54
001,661079,005,369882,46593.09619972413,2024-09-05 17:39:37
005,371778,004,816622,20451.509822627944,2024-04-01 12:52:59
001,664491,003,178192,25126.98733212845,2024-03-20 04:49:25
005,377011,003,173567,45595.65589075934,2024-08-30 21:11:16
004,817458,005,370934,26362.139003467502,2024-10-03 22:24:38
004,819450,004,814575,7286.179032531966,2024-02-07 07:39:01
001,669824,005,375441,30032.238126740456,2024-05-16 22:52:25
001,664402,004,815107,1181.1833058125858,2024-02-10 10:49:35
001,663405,004,813570,12109.222362811714,2024-09-16 04:36:34
001,661136,003,173183,14598.676864844176,2024-07-21 13:01:53
004,813430,005,370664,18628.572072488856,2024-10-03 23:23:50
003,173321,003,172831,34934.50523214635,2024-05-22 12:05:36
001,665102,001,671031,30103.01988847152,2024-08-23 14:42:10
001,670174,005,372259,29694.683200383275,2024-06-05 12:25:43
001,662652,004,815781,1606.1821863111022,2024-05-22 11:29:06
001,662901,002,826443,25449.69804230879,2024-01-02 16:20:16
001,667499,003,180482,10671.958534917756,2024-03-14 06:58:40
004,817589,003,174447,48398.53948321221,2024-06-28 19:45:43
001,665121,001,670921,23796.38855695585,2024-03-29 10:07:30
001,666418,005,372688,16122.967246193512,2024-06-06 03:17:57
002,825686,002,822583,36105.05468919376,2024-07-08 03:43:12
003,176286,002,827002,26762.49335041879,2024-02-11 09:43:59
004,812050,005,368186,21414.08985483936,2024-09-10 11:20:20
002,825685,002,822535,15025.669314682536,2024-01-19 13:13:26
005,370048,002,829744,1750.4937748846646,2024-12-10 22:02:45
002,820613,003,175499,15428.442278858887,2024-08-29 11:58:00
002,823257,003,174404,34647.23603539788,2024-06-18 01:54:19
003,177275,003,173989,84890.46077242005,2024-04-06 06:55:46
001,669556,001,668390,114166.61089849829,2024-04-06 20:55:46
002,828090,002,827385,114839.48242706424,2024-04-07 04:55:46
005,374479,003,178195,91279.13384419215,2024-04-07 04:55:46
004,816192,002,825941,80226.95345251478,2024-04-08 23:55:46
001,668553,003,178496,111728.7381628273,2024-04-07 20:55:46
004,820426,004,819778,105399.4280199275,2024-04-08 05:55:46
004,812794,004,811504,109135.25796353746,2024-04-08 04:55:46
004,815186,003,178237,118325.53389984544,2024-04-08 22:55:46
005,369748,002,826450,44060.5569362468,2024-03-24 23:34:53
005,368234,003,173640,38788.35471026783,2024-06-28 09:53:31
005,370266,004,818596,47900.31927062475,2024-06-17 20:58:14
004,811321,001,664101,28093.56248148109,2024-05-18 22:37:02
001,661434,003,174811,14557.593575839384,2024-07-31 10:49:02
005,377563,004,818616,33852.50368529212,2024-11-03 06:59:53
002,827293,001,670892,28206.386390877764,2024-02-20 02:29:31
002,821778,002,820427,30599.36360598685,2024-05-30 01:29:15
005,369523,005,376388,6382.163100532232,2024-12-06 10:40:49
004,811277,004,818580,17198.589880797794,2024-02-11 00:25:12
003,171660,003,172815,19789.722300331032,2024-01-08 05:21:39
001,670421,002,826760,44713.99771931382,2024-05-06 10:47:35
002,830048,004,818107,26977.39719560997,2024-11-18 20:34:53
004,812138,003,175906,24540.9924764026,2024-01-23 05:04:25
001,662026,005,367914,22100.97427265084,2024-07-23 02:54:46
001,666198,003,177784,3083.52539050662,2024-11-16 02:55:28
003,176235,005,376457,45575.53119665221,2024-12-17 13:03:29
004,818095,004,816304,46303.39911597952,2024-09-29 10:16:43
003,176106,002,824790,31020.408995989743,2024-05-25 02:28:34
005,369733,002,820495,31020.408995989743,2024-02-17 22:51:28
005,370852,001,665554,31020.408995989743,2024-10-18 15:09:43
003,178629,003,176486,23763.808460266635,2024-09-13 13:54:00
005,369633,005,373126,10997.062509267947,2024-01-15 09:27:42
004,814186,001,663918,605.5222836184427,2024-11-12 16:23:24
003,173291,001,667216,6197.153104151534,2024-11-11 09:52:36
001,666223,004,812584,40429.9256876102,2024-06-13 10:32:46
005,375003,005,374677,30129.103436876558,2024-08-07 17:12:29
003,174409,004,812169,4499.260255074883,2024-12-17 19:46:05
001,670182,001,669711,4409.244223528027,2024-01-19 16:20:05
005,374661,002,828785,15538.141858121293,2024-08-26 11:37:50
005,374820,002,828025,36953.339056165016,2024-01-04 16:44:45
005,371351,004,817700,25807.669630507015,2024-03-23 09:12:04
003,179620,002,822680,13410.379508580752,2024-11-28 20:39:08
004,819014,002,827226,9161.512697662383,2024-10-12 05:59:59
003,176522,005,374101,4446.258757994712,2024-03-23 09:28:37
002,829217,001,669440,6574.3205748666805,2024-11-11 18:50:28
001,665477,002,822302,21478.025224969708,2024-06-29 20:51:31
001,662660,001,669845,38012.31562706473,2024-07-22 04:32:21
002,827489,005,374094,43667.70441396965,2024-02-14 19:29:49
003,176295,002,823593,44387.48236896382,2024-12-11 15:30:49
005,371515,002,820468,43421.63866827588,2024-06-30 21:46:45
004,819999,005,377076,21968.250821375263,2024-01-20 23:48:18
004,813140,001,671014,14579.965965854331,2024-05-06 02:31:31
004,818057,004,814736,11075.358526144171,2024-01-28 15:20:03
003,176228,001,669077,40864.27336708128,2024-09-02 17:02:47
003,172394,002,824594,8939.307360292121,2024-08-07 06:28:16
003,178235,003,171720,49607.43836284052,2024-08-29 20:55:26
001,664007,005,377653,36668.47216859122,2024-04-15 22:25:43
003,171621,004,819900,28961.88574361721,2024-04-02 03:46:50
003,175823,005,375663,27396.08532281425,2024-07-10 10:03:46
002,826830,005,371361,32720.2524942562,2024-06-06 06:50:02
001,662805,002,826623,19627.24244640657,2024-10-07 23:46:27
005,374481,005,373303,6113.864350215298,2024-05-17 08:04:16
005,376721,002,820723,17091.69230874498,2024-02-22 21:01:13
005,374772,002,820896,26548.351441535106,2024-09-01 22:03:33
005,374018,002,827133,43273.52296960748,2024-04-07 10:59:15
002,821999,005,377107,32678.08451900923,2024-05-05 22:43:25
001,668052,002,821103,27083.356336662902,2024-01-08 14:53:40
002,822425,002,823984,17461.041243347252,2024-03-05 03:36:27
003,174880,003,179243,36392.83703176577,2024-11-21 16:07:01
005,370387,002,824103,39341.55246077295,2024-05-05 12:32:48
002,822190,005,376510,42960.04127459742,2024-11-01 12:15:34
002,820384,002,822243,45654.71650673906,2024-08-04 01:43:27
005,375878,001,667446,40626.5749185915,2024-08-05 21:30:44
004,820547,004,811864,8000.578931347703,2024-04-14 03:20:57
003,171489,001,665102,30226.295283698328,2024-06-02 07:53:15
002,821868,001,663164,30226.295283698328,2024-06-13 00:39:17
002,825008,004,815097,30226.295283698328,2024-02-07 09:24:05
005,374277,002,828308,9730.220608585229,2024-06-29 21:30:41
004,811112,001,666616,30299.619570464663,2024-07-15 20:09:22
003,180652,005,373089,30299.619570464663,2024-04-10 21:55:20
001,669921,002,829458,30299.619570464663,2024-01-07 00:08:24
003,178403,002,823332,104483.7107630546,2024-02-08 15:15:50
001,662571,005,372880,118154.98421897426,2024-02-09 14:15:50
001,661674,001,666056,93346.95087720896,2024-02-08 13:15:50
005,374818,003,179889,80579.5877614767,2024-02-08 10:15:50
005,376151,002,826169,106788.93093631958,2024-02-08 08:15:50
003,178243,003,173229,114598.22558847218,2024-02-10 03:15:50
005,372974,002,828630,106120.6989534908,2024-02-12 01:15:50
002,826833,005,372536,91089.56608481184,2024-02-11 22:15:50
005,372498,003,177954,83919.92743306115,2024-02-10 06:15:50
005,371233,004,816415,85436.20729402422,2024-02-10 22:15:50
004,817383,001,664018,119970.09570616383,2024-02-11 16:15:50
003,174159,001,665652,116740.4910319708,2024-02-11 20:15:50
005,371580,001,664053,84165.29782676017,2024-02-10 20:15:50
001,667974,003,171337,39525.29036202887,2024-02-17 18:33:49
005,370301,003,173511,36903.32403031186,2024-03-31 18:40:19
001,670409,005,375348,36699.11310222356,2024-02-02 09:59:06
005,369427,003,177474,22049.698766108777,2024-11-25 07:34:00
001,663053,001,663615,30560.185423726743,2024-09-08 14:49:42
003,177977,004,817484,30560.185423726743,2024-03-10 03:19:58
005,377641,003,175377,30560.185423726743,2024-11-19 21:46:11
001,664770,005,371877,34066.16843805456,2024-08-18 17:19:16
002,822616,001,666919,27105.77534649656,2024-06-30 02:13:13
001,668864,001,663518,3653.725628289605,2024-05-15 20:07:47
005,376586,003,173901,24165.97540737482,2024-08-05 15:42:41
003,176055,003,176812,18346.315863630825,2024-10-25 05:27:35
003,179536,002,828796,34405.81374759916,2024-08-09 01:56:24
004,811786,003,176407,47540.906100819055,2024-11-06 01:55:45
003,175320,004,814913,45049.86651060479,2024-11-10 12:57:25
004,811391,005,374703,19315.506819976683,2024-04-03 20:15:18
004,815897,003,178092,22892.39080789396,2024-01-12 08:09:08
005,375100,004,817653,46021.26849138002,2024-01-15 10:45:32
002,822056,001,670458,4378.744081870702,2024-09-05 02:00:40
005,374736,003,171399,31493.091978709755,2024-03-26 21:58:44
005,377092,002,829151,31493.091978709755,2024-11-26 02:14:03
002,821893,005,369781,31493.091978709755,2024-12-18 15:37:57
001,665327,001,661232,48596.32952770575,2024-01-28 03:29:53
001,665404,002,820765,31112.925875354536,2024-08-02 00:12:02
001,662461,002,825392,19972.766476860405,2024-11-29 00:10:53
002,826053,004,813255,18491.611278830573,2024-12-22 19:20:11
004,815599,004,813161,22699.805723731424,2024-12-05 16:06:47
001,666818,005,377303,42310.15143734144,2024-08-30 18:35:35
002,821602,003,174681,23427.023033147056,2024-05-08 21:37:42
002,821585,002,821150,6334.449702793564,2024-08-09 16:27:13
005,374469,005,368151,1690.706867271056,2024-05-25 17:25:13
001,670086,002,826176,12840.71918876755,2024-04-28 05:34:12
004,812934,003,171910,92218.52594345184,2024-08-17 20:20:14
004,813220,004,819785,117736.24341415406,2024-08-16 03:20:14
001,663078,002,824888,94427.4985190382,2024-08-16 13:20:14
001,668944,003,173721,90076.27449066086,2024-08-17 23:20:14
003,173909,001,666601,110847.0208079662,2024-08-18 06:20:14
003,180677,001,669715,83432.5710674087,2024-08-15 19:20:14
004,813158,003,172431,106442.52101857426,2024-08-18 05:20:14
003,177859,004,818689,113323.62478111236,2024-08-16 21:20:14
005,371059,001,670912,84505.74201383692,2024-08-19 03:20:14
002,826525,001,667859,106758.06683909516,2024-08-17 20:20:14
002,823827,002,820423,114797.4150741793,2024-08-18 14:20:14
002,826903,004,812388,98013.5095155274,2024-08-18 11:20:14
004,812837,004,814919,103373.3410953912,2024-08-17 18:20:14
005,376086,004,820200,99949.04476803108,2024-08-17 10:20:14
004,817693,002,822063,107752.4717044283,2024-08-17 21:20:14
001,666645,002,824626,98802.93473658714,2024-12-29 23:27:12
001,670300,002,828507,107983.76279773004,2024-12-28 23:27:12
001,663285,004,811810,84301.70155829458,2024-12-28 08:27:12
003,174268,005,376764,100734.88566674142,2024-12-28 08:27:12
001,668724,004,817941,116127.4314002544,2024-12-29 13:27:12
004,812294,003,175543,113708.9873709599,2024-12-29 16:27:12
002,822047,003,178458,88499.95050459122,2024-12-30 07:27:12
001,668909,002,822572,94269.41671290265,2024-12-27 16:27:12
001,664513,002,824885,88417.4515597681,2024-12-30 06:27:12
004,813752,001,667705,6389.72187649924,2024-11-11 18:19:33
003,174588,002,829752,16380.428673173132,2024-04-20 09:09:13
004,817694,005,372716,36661.86397509458,2024-12-28 07:43:41
005,367950,005,374503,6537.822805944714,2024-12-22 10:44:59
003,175968,004,817069,40513.37370734727,2024-11-18 19:01:46
003,173957,003,179894,44362.86068683636,2024-04-02 09:17:45
004,814304,003,173919,49705.24039949218,2024-12-13 01:42:32
004,816018,003,176034,17566.59606598258,2024-04-25 04:05:19
005,374336,002,824421,14248.815910298908,2024-06-09 14:31:40
001,664598,001,661717,14428.868361794492,2024-12-10 16:31:01
003,173704,001,667597,11666.698931928247,2024-11-16 17:21:56
004,817521,005,370861,21733.5186397576,2024-08-21 02:09:35
001,669624,001,664878,45862.90616866005,2024-11-05 01:01:46
003,172930,002,828463,23470.13328234242,2024-07-16 07:42:34
001,664884,004,811115,104762.3673445918,2024-08-10 15:29:45
005,370149,004,814966,88290.9339895398,2024-08-08 00:29:45
003,177027,001,668697,113603.83139572122,2024-08-08 23:29:45
002,828802,003,173907,103822.2256870474,2024-08-08 02:29:45
001,661225,003,173637,105146.6997760771,2024-08-10 02:29:45
002,821998,002,822178,89037.1086612093,2024-08-09 04:29:45
003,176673,001,669898,116984.76404086134,2024-08-08 20:29:45
005,368375,001,670379,104077.07365281662,2024-08-08 12:29:45
004,811243,001,663878,87073.71063475126,2024-08-09 07:29:45
005,371486,002,827267,31192.052544305192,2024-03-01 22:16:52
002,829260,003,171040,33487.15060395652,2024-03-29 02:12:02
004,813577,001,664431,28163.512327770604,2024-11-28 08:18:04
003,170872,003,180642,10566.284309487875,2024-09-02 04:45:36
002,825422,003,180755,42751.88269529818,2024-01-21 08:01:52
004,810751,001,668727,45144.36682772,2024-06-04 00:26:53
001,668364,001,665546,46230.50295364484,2024-06-19 10:10:26
001,664734,004,814479,25822.697085297525,2024-02-09 00:59:55
001,665633,001,666598,48519.922941238445,2024-07-21 07:38:41
002,822485,005,368659,49498.674930059264,2024-12-03 10:35:12
004,820601,004,819147,4778.881295864921,2024-12-29 05:43:33
003,180667,001,664746,18658.244638808726,2024-12-22 12:52:53
004,812730,001,662255,39756.82498309039,2024-02-05 07:07:54
003,180695,003,179530,38418.2880605192,2024-05-10 06:43:59
003,178921,004,813568,47239.70871154351,2024-02-12 08:53:46
001,665836,002,826106,45684.08564182832,2024-05-16 00:34:41
001,666636,002,824387,23656.916085078105,2024-08-01 11:19:02
001,668407,002,820188,8269.623306732712,2024-02-25 23:37:16
002,824677,005,377292,16148.538582617171,2024-12-18 09:50:30
001,669474,004,815100,35007.80471076925,2024-11-30 16:47:17
005,371755,003,173661,29578.97982082317,2024-09-04 23:17:31
004,819857,001,666419,34568.41086568701,2024-03-23 03:46:41
002,827142,001,665094,46865.42354860831,2024-04-24 15:58:30
002,821783,001,668232,5043.876494220467,2024-08-25 19:16:43
003,179620,005,375837,16408.371106377137,2024-04-22 17:48:15
001,663551,001,663923,12977.534113794876,2024-09-30 16:20:21
001,667020,002,821474,45000.328773055015,2024-05-05 11:20:35
005,377902,001,663382,19866.731800334397,2024-09-28 06:10:42
002,820323,001,668284,44787.75201505672,2024-08-23 00:01:45
002,820695,002,822933,9492.616271261995,2024-07-05 06:57:36
002,827659,005,376866,10910.88368348836,2024-06-30 23:33:15
003,173029,002,829417,8208.062990448407,2024-03-08 21:39:21
005,371434,001,662357,42983.90122051036,2024-10-07 15:48:57
001,665022,001,668693,38615.74950626978,2024-01-04 23:12:59
005,377367,004,811444,37455.65714335601,2024-09-12 00:09:32
002,826695,001,668500,4831.697603283902,2024-11-24 20:12:06
001,670896,002,825555,48725.49631167429,2024-05-04 21:13:36
001,666443,001,668393,20346.54563231896,2024-04-18 08:13:50
003,175134,004,819808,40269.33791271379,2024-03-17 17:25:04
003,177767,005,372768,28351.0561943457,2024-08-06 10:55:16
003,177162,005,375161,10305.254163343445,2024-09-21 10:56:16
004,815207,001,663147,43084.852355965166,2024-10-07 09:08:09
002,829403,002,828563,21150.40458609355,2024-11-02 23:03:59
002,826472,004,813295,39654.07314850821,2024-02-06 19:00:16
004,815914,001,669791,8774.666683376618,2024-03-19 11:09:39
005,376109,005,375932,22473.882591463196,2024-07-26 15:00:04
004,818250,001,666387,10263.615718917315,2024-03-01 04:17:22
004,818726,004,820350,45701.4414030658,2024-07-16 20:07:33
002,822687,005,374473,43290.59369371957,2024-02-24 04:24:39
002,826862,003,175278,30866.913506771278,2024-08-15 19:25:54
005,377419,005,370301,30866.913506771278,2024-09-19 08:32:57
004,820576,004,818974,94454.45535271509,2024-08-28 14:24:21
003,172549,004,820529,89734.48888615661,2024-08-29 13:24:21
004,820320,002,824956,110098.29693380564,2024-08-30 20:24:21
001,670921,001,668447,97401.81737272163,2024-08-28 19:24:21
002,821387,002,828094,93604.6828247538,2024-08-30 17:24:21
004,810880,005,373262,97023.68225854285,2024-08-28 03:24:21
003,179831,001,667347,108834.66430255816,2024-08-28 02:24:21
002,827844,002,824987,85625.81991444569,2024-08-29 13:24:21
004,818496,005,368263,31334.115228479368,2024-05-17 09:13:34
005,373943,001,665824,31354.518128639687,2024-09-06 20:49:56
003,171944,002,823417,31354.518128639687,2024-07-15 03:56:16
005,377701,005,372289,31354.518128639687,2024-11-16 14:05:46
001,663117,004,818598,2617.357982703795,2024-10-12 07:44:26
001,662903,002,820788,4319.458408670485,2024-01-11 17:30:59
003,175763,002,828932,101627.81893043224,2024-03-11 05:47:01
004,818876,005,375216,101965.21043478866,2024-03-12 06:47:01
005,370488,003,177792,87879.18016711142,2024-03-11 19:47:01
003,177187,004,820189,112787.1804212806,2024-03-10 23:47:01
005,374135,001,668260,115439.92192115182,2024-03-12 22:47:01
001,670036,001,671032,84270.2717177777,2024-03-13 00:47:01
003,179393,005,376194,25966.88907926299,2024-05-14 02:34:01
004,819304,001,664246,13535.715993286973,2024-09-14 21:08:34
003,179354,002,822792,104762.2346798605,2024-08-14 09:19:29
005,368089,002,828771,112299.18992864592,2024-08-17 02:19:29
002,824807,002,824146,104974.67776444949,2024-08-18 22:19:29
005,373376,003,175335,119233.90868963768,2024-08-19 04:19:29
001,661576,004,820327,108811.8411350853,2024-08-19 15:19:29
001,663616,002,824388,100730.8325873885,2024-08-18 17:19:29
005,370266,001,662629,81796.56004591013,2024-08-18 18:19:29
004,814745,002,821850,111648.0554926756,2024-08-19 00:19:29
003,178210,004,814341,107121.5582878587,2024-08-18 18:19:29
002,828404,001,666371,100647.78206437506,2024-08-18 08:19:29
001,668099,005,376143,3987.4140176532833,2024-04-27 07:14:50
003,176036,005,373512,6304.086259046761,2024-11-18 13:09:49
001,661250,004,814920,35339.54571152721,2024-01-22 05:28:46
004,819111,005,377493,27290.47047140727,2024-08-31 10:56:19
005,375742,003,179318,20789.70591733016,2024-03-04 05:24:32
004,817648,004,813129,29835.21378838005,2024-06-15 08:00:39
004,815084,002,825399,16863.301673901668,2024-07-23 05:49:28
003,173737,003,175647,1157.3326865486208,2024-10-18 14:26:36
005,375663,004,813142,31401.16475368861,2024-12-10 23:30:35
003,172327,003,179455,31401.16475368861,2024-04-09 14:05:41
002,822575,005,373856,31401.16475368861,2024-11-07 19:08:09
001,663469,005,370062,17560.862041607288,2024-08-20 23:05:07
001,667012,003,178857,30082.65992742477,2024-01-06 13:18:09
001,662064,003,171019,48058.84631360303,2024-12-01 10:23:34
005,370297,005,368333,15312.987082131162,2024-09-19 08:20:28
005,376953,004,818083,7424.219292876069,2024-04-05 19:58:33
002,824408,003,179591,32236.688253339176,2024-05-19 20:33:44
004,820191,004,817594,49504.6391724907,2024-10-10 01:39:19
004,818541,004,818900,14835.613213747789,2024-04-13 21:50:00
003,171313,003,180439,4439.69061799323,2024-12-18 13:13:38
005,373330,001,661905,32213.43433719797,2024-07-14 14:47:39
004,813285,003,175729,40254.93777625697,2024-01-30 08:05:37
002,826059,003,173151,30293.66327384687,2024-04-08 09:17:20
004,813401,003,172210,12380.568312639552,2024-01-11 05:13:29
001,661578,001,661146,22381.35965578607,2024-04-22 10:56:34
002,822750,001,663405,35618.91170257968,2024-11-07 07:18:49
004,814536,002,823773,15137.949426545872,2024-05-19 10:56:51
001,662235,002,824638,7636.112566568728,2024-12-28 07:17:46
004,816865,005,372080,1286.8724940061998,2024-01-28 18:55:36
001,667809,003,171152,5504.967168109116,2024-08-14 22:10:49
002,822998,003,179641,35039.64997235455,2024-04-30 08:49:32
001,663908,002,829148,30619.809095035424,2024-03-05 03:48:08
005,369043,003,173869,3809.747171140416,2024-04-08 04:26:06
004,816933,004,815753,18087.379685708835,2024-10-16 02:01:18
004,810843,001,666140,37923.82630694278,2024-01-25 20:53:45
005,370764,001,669623,19296.71441572022,2024-08-05 01:26:40
005,368513,005,377648,45897.1038959806,2024-09-03 19:41:39
003,176757,002,829638,8981.672593243684,2024-01-29 19:42:34
003,178238,005,370505,7528.399298490873,2024-04-16 14:45:25
002,827823,005,373466,14657.432986761602,2024-09-21 05:51:12
005,376881,004,817562,29573.01825453956,2024-08-12 08:09:56
